1	100	79669.621	57.102431	12.165471	17.228015	18.266019	-17.543669	-22.992407	-36.005547	73085.7244	52.674576	14.647445	23.656121	25.056577	-15.232851	-20.346297	-29.39311	20757.9187	6.391225	4.101275	7.460052	8.423975	-4.566335	-6.295453	-9.259678	20582.4004	6.265032	4.104927	7.677355	8.575529	-4.53579	-6.284579	-9.219363	3903.6811	3.406625	1.063812	3.217147	4.256209	-0.780353	-1.252798	-2.170336	4373.0357	3.538104	1.136	3.286735	4.284596	-0.8751	-1.296537	-2.256125	28553.6221	7.848352	6.151213	12.636146	13.964818	-6.930295	-10.327137	-13.192912	30076.2724	7.445927	6.659074	14.481048	16.482933	-7.514936	-11.559286	-16.428602	71253.8992	45.083403	11.706524	16.096557	17.325973	-13.836756	-17.675765	-30.797192	68298.1369	43.468089	9.291519	11.709281	12.750002	-12.487836	-16.02157	-25.48273	25953.6111	7.422282	5.212496	8.747683	9.889164	-5.532698	-7.647569	-12.734557	21573.8135	7.56585	4.109863	7.048772	7.953018	-4.642984	-6.369653	-9.952123	7996.228	4.485117	2.071506	6.630657	8.71388	-1.705051	-2.805675	-4.371672	8410.8902	4.478967	2.178072	6.501975	8.278703	-1.699922	-2.539477	-3.901612	36436.1035	10.197013	7.647767	15.437029	17.135659	-8.82555	-13.98953	-19.696548	32615.3713	9.95357	6.971065	13.647688	15.101238	-7.733062	-11.838076	-16.33861
1	100	78168.3037	41.166591	22.355165	33.827024	35.611594	-17.717199	-23.526898	-37.249389	70733.1305	37.113047	21.475533	34.526257	36.176569	-15.296522	-20.585794	-32.989229	21850.5925	6.503506	6.945647	15.819391	18.154457	-4.795449	-6.680795	-9.584967	21593.2706	6.276445	6.977353	16.422238	19.049384	-4.77291	-6.743689	-9.710564	3689.528	2.882806	1.569408	5.287163	7.073221	-0.793648	-1.244929	-2.043596	4119.6133	2.991277	1.712192	5.780506	7.886192	-0.871393	-1.357328	-2.460716	29975.4594	7.726791	11.123853	27.45405	32.256678	-7.282336	-11.100475	-15.344467	31652.126	7.520064	12.061248	30.890688	36.866186	-7.940807	-12.78084	-16.730351	70295.6411	27.38602	19.497133	28.776132	31.06389	-14.167643	-18.341954	-31.90011	67392.4158	26.239366	16.97094	23.928228	25.238447	-12.685343	-16.442977	-28.071717	26928.8916	7.054658	8.384839	16.759799	18.778929	-5.831198	-8.175862	-12.511455	22268.8706	7.124959	6.938376	13.720336	15.514862	-4.844876	-6.680479	-9.501535	7928.0757	3.996387	3.454323	11.470141	15.85024	-1.755409	-2.796201	-4.163538	8355.3706	4.008083	3.413103	11.050919	14.542951	-1.734717	-2.629008	-4.362108	37422.9448	8.85493	13.768645	32.516535	38.767686	-9.300852	-14.827239	-20.359838	33564.4658	8.716962	12.30491	28.439888	33.643497	-8.091471	-12.526578	-17.380774
1	100	78706.046	41.288937	22.071437	33.081049	35.386595	-17.962492	-24.006303	-35.67683	70890.3945	37.009177	21.074763	33.874755	35.394275	-15.458094	-20.914616	-31.113926	22749.3613	6.556749	7.210843	16.318779	18.59463	-5.027759	-6.829349	-10.694721	22479.1938	6.35319	7.271057	17.179511	20.12815	-4.977562	-6.816145	-9.563454	3798.199	2.913658	1.597104	5.370756	7.546587	-0.811304	-1.294111	-2.143604	4227.7051	3.018491	1.721679	5.75796	7.800607	-0.897259	-1.337555	-2.240309	31228.372	7.781004	11.566977	28.463358	33.431784	-7.612032	-11.453373	-15.541663	33001.375	7.607047	12.566453	32.311117	38.705402	-8.239312	-12.73701	-16.804963	70976.6162	28.258309	19.389457	28.552919	30.369968	-14.470501	-18.736626	-30.504744	67891.4585	26.890667	17.001106	23.903425	25.888126	-12.864942	-16.666474	-27.870882	28005.7305	7.137055	8.688411	17.508388	19.9642	-6.053729	-8.325743	-12.865694	23139.3789	7.16613	7.162694	14.108053	15.843935	-5.069383	-6.870773	-10.400484	8131.251	4.025695	3.543109	11.790829	16.135743	-1.787323	-2.910807	-4.766727	8581.2488	4.032886	3.463818	11.179894	14.72738	-1.791004	-2.63454	-4.190185	38942.1182	8.938646	14.276747	33.881935	40.766095	-9.577118	-15.291664	-22.250709	34830.813	8.742292	12.760598	29.543934	34.960839	-8.390446	-12.988813	-18.296826
1	100	78223.6473	42.08433	22.206579	33.529037	35.56363	-17.830512	-23.856695	-38.110852	70133.6361	38.427751	21.016618	33.734918	35.747618	-15.313454	-20.613214	-30.707902	23163.2387	6.618273	7.49983	16.997392	19.412559	-5.106629	-7.026854	-9.79857	22893.7431	6.397758	7.517996	17.497816	20.111691	-5.057096	-7.042207	-9.779176	3838.1847	2.904566	1.625746	5.393577	7.378521	-0.826367	-1.350425	-2.156012	4262.2451	3.012974	1.770988	5.931712	8.225438	-0.901343	-1.359599	-2.282641	31794.9663	7.839905	12.052641	29.55687	34.669829	-7.709873	-11.622297	-16.685872	33487.0596	7.589201	13.003291	32.971317	38.899551	-8.34829	-13.171003	-18.012257	70613.1257	28.951765	19.409092	28.538148	30.963788	-14.422878	-18.668499	-30.269945	67666.5483	27.184385	17.171373	24.091732	26.283461	-12.793608	-16.394156	-27.170163	28423.7754	7.15297	8.976752	17.887063	19.879249	-6.152825	-8.570987	-14.661647	23491.063	7.21591	7.427154	14.699651	16.732032	-5.130417	-7.113761	-11.457775	8209.4221	4.003358	3.618004	11.975544	16.772177	-1.81567	-3.034302	-4.891101	8688.8745	4.051827	3.575683	11.58969	15.446903	-1.798065	-2.688747	-5.218508	39501.1015	8.906589	14.815392	34.847526	41.747185	-9.788534	-15.577405	-22.184651	35407.416	8.785503	13.246525	30.623769	36.486808	-8.552356	-13.21611	-18.937609
1	100	78369.6472	41.883374	21.997497	33.427331	34.72241	-17.861631	-23.960125	-36.123306	70007.8674	37.822782	20.845556	33.547141	35.333159	-15.242815	-20.652262	-32.646469	23133.7593	6.59261	7.516588	16.979754	19.291098	-5.121622	-7.094961	-9.995447	22893.7378	6.3835	7.517057	17.610669	20.307636	-5.077325	-7.097468	-10.222793	3883.4197	2.937394	1.631136	5.391528	7.296821	-0.839347	-1.342365	-2.025292	4286.6562	3.038752	1.754359	5.8472	7.860829	-0.910922	-1.384505	-2.252803	31768.3721	7.80041	12.037149	29.482017	34.678939	-7.753779	-11.807083	-15.696317	33660.2442	7.617974	13.029709	33.132039	38.969937	-8.425635	-13.280335	-18.278663	71025.989	29.180687	19.323775	28.606041	30.822581	-14.466151	-18.708047	-29.137655	68145.4131	27.414461	17.067526	23.957872	26.586996	-12.908437	-16.538701	-29.23333	28381.3706	7.147493	8.98992	17.930679	19.804004	-6.16908	-8.589294	-14.375943	23421.6359	7.176307	7.448376	14.680482	16.463427	-5.142756	-7.067729	-10.054751	8225.0844	4.02484	3.603136	11.952129	16.080362	-1.826385	-3.050102	-4.27986	8668.3338	4.054115	3.556663	11.476726	15.522619	-1.807175	-2.694236	-4.472589	39536.1357	8.907806	14.788607	34.966011	42.040467	-9.804101	-15.854848	-25.174227	35280.8901	8.71495	13.222996	30.609302	36.301621	-8.555189	-13.210008	-19.442135
1	100	78038.3761	42.549512	22.088238	33.284379	35.258635	-17.76399	-23.712311	-33.799795	69641.3304	38.764734	20.830712	33.379162	35.072032	-15.171693	-20.41493	-33.747978	23114.397	6.589248	7.544115	17.041293	19.381574	-5.134009	-7.1582	-10.613142	22802.373	6.368274	7.571703	17.651335	20.930377	-5.092714	-7.208586	-10.146567	3881.4857	2.932584	1.64442	5.406012	7.39683	-0.843212	-1.384452	-2.042714	4277.1092	3.022504	1.756768	5.838318	8.002643	-0.9169	-1.374426	-2.238166	31821.4848	7.791895	12.104764	29.497944	34.775636	-7.785956	-11.784318	-15.769294	33649.1748	7.611463	13.143056	33.426431	39.767739	-8.431574	-13.309761	-17.832868	70600.2505	29.69401	19.347799	28.497925	30.608811	-14.411338	-18.8297	-31.994857	68123.6719	27.841396	17.087527	24.085168	26.39987	-12.904441	-16.420188	-31.455926	28235.4683	7.117272	9.042918	18.068392	20.66096	-6.163898	-8.68391	-13.741609	23331.23	7.159002	7.459734	14.772996	16.724704	-5.136208	-7.11791	-11.49133	8188.6568	4.010569	3.615812	11.965067	16.12407	-1.821845	-3.03095	-4.373676	8628.8665	4.030178	3.548864	11.423854	15.03116	-1.811635	-2.726375	-4.877858	39456.0283	8.910309	14.929606	35.273575	42.235458	-9.821193	-15.871554	-23.393713	35297.2168	8.705117	13.305971	30.590725	36.176127	-8.573413	-13.468319	-19.149576
1	100	78055.2133	42.639909	22.0269	33.37903	35.77481	-17.805714	-23.952853	-39.368601	69534.407	39.17378	20.586975	33.031095	34.778117	-15.086044	-20.463696	-28.199125	23039.3784	6.671831	7.488084	17.027859	19.370509	-5.179678	-7.13172	-10.442077	22810.2168	6.443073	7.487498	17.422783	20.08793	-5.111843	-7.18554	-10.421692	3918.8847	2.975859	1.63468	5.329729	7.254979	-0.853159	-1.338838	-2.117451	4304.2077	3.071713	1.748358	5.821334	8.179205	-0.932787	-1.406544	-2.242416	31825.9834	7.892568	12.037958	29.475864	34.411249	-7.854748	-12.018227	-16.500381	33667.9516	7.695757	13.032676	33.029401	39.619717	-8.510259	-13.524739	-18.194965	70675.6906	30.085245	19.19093	28.344756	30.634551	-14.399508	-18.910551	-31.543724	68192.8843	27.928364	17.047344	24.106411	26.090158	-12.892308	-16.592665	-27.652818	28225.4902	7.197863	8.958397	17.862521	19.978743	-6.197008	-8.608676	-13.085069	23207.9248	7.213412	7.408505	14.767096	16.579569	-5.181282	-7.173053	-11.225146	8209.4773	4.061666	3.573882	11.863788	15.86984	-1.826806	-2.955504	-4.391939	8620.9387	4.084486	3.52692	11.373053	15.423553	-1.823211	-2.731293	-4.627886	39428.2285	8.975851	14.790079	35.090024	42.089058	-9.859551	-15.883015	-23.797025	35281.0498	8.80492	13.200359	30.555571	36.163159	-8.623093	-13.411384	-18.90977
1	100	77792.2443	42.780663	21.826574	33.107112	34.871193	-17.659019	-23.722643	-37.837187	68957.723	38.876104	20.614123	33.021122	34.999297	-14.866646	-19.974055	-30.888012	22892.6582	6.572368	7.469658	16.980952	19.357495	-5.073164	-7.098975	-10.204858	22605.8208	6.348587	7.469726	17.472791	19.959255	-5.020284	-7.014607	-10.581344	3895.5515	2.953267	1.625671	5.255795	7.172677	-0.846637	-1.345561	-1.990986	4266.1343	3.051512	1.744046	5.750189	7.71504	-0.912751	-1.408217	-2.336955	31531.6538	7.760886	12.03436	29.446433	35.1077	-7.681943	-11.787175	-16.470411	33353.7231	7.534361	12.976174	32.841934	38.880665	-8.276972	-13.31256	-17.782786	69871.9236	29.99111	19.181977	28.396494	30.921585	-14.107459	-18.661343	-31.542332	67860.9072	28.086476	16.931359	23.834328	25.794418	-12.777915	-16.315219	-27.973377	28074.9849	7.098569	8.918923	17.838501	19.753128	-6.100218	-8.516233	-13.665995	23134.0671	7.141516	7.3922	14.754172	16.431411	-5.075538	-7.08206	-12.023138	8107.3245	4.012092	3.548739	11.687528	15.950844	-1.79168	-2.959493	-5.138008	8531.585	4.046705	3.509597	11.295941	15.005759	-1.780254	-2.74196	-4.497675	39272.3531	8.841828	14.750793	34.800381	41.563438	-9.68451	-15.461985	-22.433022	35061.8662	8.691448	13.195705	30.584188	36.172493	-8.499885	-13.217931	-20.740315
1	100	2609.1388	2.575556	2.360266	11.745052	17.412568	-12.841123	-84.317274	-661.374049	2517.3067	2.589719	2.281411	11.524097	17.216752	-11.178894	-75.055661	-588.162498	4065.8938	2.031654	3.617805	16.10881	19.918625	-4.105066	-27.164078	-6.971982	4530.1914	2.114624	4.00909	17.242496	20.671255	-3.97999	-27.413263	-7.277357	1867.8533	1.972533	1.540027	5.506949	7.879335	-0.772249	-5.377906	-15.15397	2043.3316	2.02047	1.680657	6.029024	8.397772	-0.823982	-5.67069	-11.875217	8331.8872	2.888874	7.337126	30.405406	36.358918	-6.545037	-48.905032	-12.422703	9594.5771	2.984464	8.420603	34.176403	40.790707	-7.012786	-53.551334	-13.717119	1196.8793	1.585087	1.079854	5.401656	8.482212	-9.548931	-73.476273	-610.141193	1098.438	1.51574	0.992487	4.749779	6.843701	-7.737159	-60.410965	-507.648186	4061.6778	1.921859	3.594716	15.567387	19.613761	-4.821914	-31.876596	-8.664007	3667.7651	2.020233	3.235397	13.854713	17.204693	-4.000681	-26.423047	-7.870792	4273.4092	2.675986	3.465189	12.101104	16.364912	-1.616919	-10.736071	-45.029015	4169.3748	2.57875	3.400941	11.754125	15.786242	-1.558317	-10.541541	-29.40295	12661.2793	3.695923	10.697432	36.270714	43.452101	-7.684352	-59.976589	-118.265526	10947.2451	3.561101	9.288831	31.87868	38.044684	-6.607392	-52.4312	-72.831286
1	100	4301.9185	2.460572	3.847169	17.437667	23.054435	-13.228209	-83.430128	-659.961476	4326.5464	2.41398	3.886128	17.844071	24.027581	-11.457012	-74.817359	-581.86749	4942.9018	2.01669	4.314226	16.843084	19.255616	-4.266684	-28.060703	-7.283227	5375.4888	2.074389	4.657613	17.43933	20.064964	-4.105542	-28.056012	-7.874122	1898.4678	1.859752	1.52922	5.121307	6.911733	-0.812514	-5.481176	-15.972007	2066.582	1.902741	1.64964	5.652263	7.49601	-0.86217	-5.810864	-12.802054	9709.4195	2.720813	8.342665	30.016571	35.247621	-6.788079	-50.171473	-13.400096	11004.0313	2.789107	9.441819	33.452419	39.319322	-7.263699	-54.461054	-15.879712	2166.2945	1.505625	1.990045	9.295748	13.055272	-9.66158	-72.975813	-622.868157	2052.1904	1.431678	1.89186	8.632639	11.618694	-7.907243	-60.034679	-509.095797	4990.7241	1.893878	4.347215	16.92881	19.857426	-4.952622	-32.65936	-9.53758	4431.0816	1.983083	3.836163	14.455873	16.47683	-4.110554	-27.007275	-8.942778	4372.3281	2.408808	3.441541	11.554275	15.643485	-1.692132	-10.860055	-47.079604	4238.8423	2.307267	3.352758	11.195778	14.690007	-1.633521	-10.739258	-32.254977	14145.2529	3.247707	11.64562	35.941736	42.278586	-8.09747	-61.25	-122.205454	12313.3662	3.16393	10.170723	31.543702	37.171743	-7.011035	-54.015488	-72.306252
